;;Development-Life Skills;610498990095;www.alkiracarerespiteservices.com.au;rosemary@alkiracarerespiteservices.com.au;47 Bolderwood Drive, SOUTH LAKES, WA, 6164
Alzheimer's Australia WA Ltd;SHENTON PARK;Assist-Life Stage, Transition;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
;;Behaviour Support;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
;;Development-Life Skills;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
;;Participate Community;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
;;Therapeutic Supports;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
;;Training-Travel Independence;;;alzwa@alzheimers.asn.au;9 Bedbrook Place, SHENTON PARK, WA, 6008
Andison Family Trust;WELSHPOOL;Accommodation/Tenancy;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Assess-Skill, Ability, Needs;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Assist-Life Stage, Transition;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Assist-Personal Activities;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Assist-Travel/Transport;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Behaviour Support;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Community Nursing Care;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Daily Tasks/Shared Living;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Development-Life Skills;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Household Tasks;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Participate Community;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Plan Management;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
;;Training-Travel Independence;610893515840;www.orionservices.com.au;enquiries@orionservices.com.au;ADDRESS CONFIDENTIAL
Anglicare WA;EAST PERTH;Assist-Life Stage, Transition;610863100516;http://www.anglicarewa.org.au;info@anglicarewa.org.au;23 Adelaide Terrace, EAST PERTH, WA, 6004
Archicentre Limited;SOUTH BRISBANE;;611300657836;www.archicentre.com.au;iagnew@archicentre.com.au;70 Merivale St, SOUTH BRISBANE, QLD, 4101
Auscare Staffing Agency Pty Ltd;BURSWOOD;;610863643917;www.auscaregroup.com.au;admin@auscaregroup.com.au;32 Stiles Avenue, BURSWOOD, WA, 6100
Australia Care Pty Ltd;MIDLAND;Assist-Life Stage, Transition;"+610892747575
(00) 00000000";www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Assist-Personal Activities;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Assist-Travel/Transport;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Daily Tasks/Shared Living;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Development-Life Skills;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Household Tasks;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
;;Participate Community;+610892747575(00) 00000000;www.mysupports.com.au;info@mysupports.com.au;3 Marion Street, MIDLAND, WA, 6056
Australian Red Cross Society;COTTESLOE;Assess-Skill, Ability, Needs;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Assist-Life Stage, Transition;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Assist-Personal Activities;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Assist-Travel/Transport;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Community Nursing Care;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Daily Tasks/Shared Living;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Household Tasks;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Participate Community;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
;;Training-Travel Independence;610893182160;www.redcross.org.au;wainfo@redcross.org.au;8 Gibney Street, COTTESLOE, WA, 6011
Autism Alliance Pty Ltd;MALAGA;Assess-Skill, Ability, Needs;"+610892487413
00 00000000";www.autismalliance.com.au;reception@autismalliance.com.au;Unit 6, 16 Stanford Way, MALAGA, WA, 6090
;;Behaviour Support;+6108924874130 0 00000000;www.autismalliance.com.au;reception@autismalliance.com.au;Unit 6, 16 Stanford Way, MALAGA, WA, 6090
;;Early Childhood Supports;+6108924874130 0 00000000;www.autismalliance.com.au;reception@autismalliance.com.au;Unit 6, 16 Stanford Way, MALAGA, WA, 6090
Autism Association of Western Australia (Inc);SHENTON PARK;Accommodation/Tenancy;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assess-Skill, Ability, Needs;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assist Access/Maintain Employ;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assist-Integrate School/Ed;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assist-Life Stage, Transition;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assist-Personal Activities;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Assist-Travel/Transport;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Behaviour Support;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Daily Tasks/Shared Living;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Development-Life Skills;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Early Childhood Supports;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Equipment Special Assess Setup;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Household Tasks;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Other Innovative Supports;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Participate Community;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Plan Management;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Therapeutic Supports;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
;;Training-Travel Independence;;;;215 Stubb Tce, SHENTON PARK, WA, 6008
Avon Community Employment Support Centre Inc;MIDLAND;Accommodation/Tenancy;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Assist Access/Maintain Employ;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Assist-Integrate School/Ed;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Assist-Life Stage, Transition;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Assist-Personal Activities;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Assist-Travel/Transport;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Daily Tasks/Shared Living;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Development-Life Skills;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Household Tasks;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Other Innovative Supports;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Participate Community;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Plan Management;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
;;Training-Travel Independence;;;tony@essentialpersonnel.org.au;1/21 SPRINGPARK ROAD, MIDLAND, WA, 6056
Baptist Care Inc;WELSHPOOL;Assist-Personal Activities;611300660640;www.baptistcare.com.au;admin@baptistcare.com.au;100 Welshpool Road, WELSHPOOL, WA, 6106
;;Participate Community;611300660640;www.baptistcare.com.au;admin@baptistcare.com.au;100 Welshpool Road, WELSHPOOL, WA, 6106
Bell, Jacintha;GREENWOOD;;610403803434;www.lifeworksot.com.au;jacintha@lifeworksot.com.au;3 Reserve Close, GREENWOOD, WA, 6024
Bernwen Pty Ltd ATF The Croft Trust T/A Child Wellbeing Centre;DARLINGTON;Assess-Skill, Ability, Needs;610892747062;;naomi.ward@westnet.com.au;18 Cook Street, DARLINGTON, WA, 6070
;;Behaviour Support;610892747062;;naomi.ward@westnet.com.au;18 Cook Street, DARLINGTON, WA, 6070
;;Early Childhood Supports;610892747062;;naomi.ward@westnet.com.au;18 Cook Street, DARLINGTON, WA, 6070
;;Therapeutic Supports;610892747062;;naomi.ward@westnet.com.au;18 Cook Street, DARLINGTON, WA, 6070
Bhargava, Dolly;SOUTH PERTH;Therapeutic Supports;;;dolly_bhargava@hotmail.com;1 Jubilee Street, SOUTH PERTH, WA, 6151
Boyle, Gail Elizabeth;FREMANTLE;Therapeutic Supports;610420336554;www.portcounselling.com.au;gailboyle@westnet.com.au;Floor 1, 12 Mouat Street, FREMANTLE, WA, 6160
Brightwater Care Group (Inc);OSBORNE PARK;Assess-Skill, Ability, Needs;"+610457986823
0000 000 000";www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Assist-Life Stage, Transition;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Assist-Personal Activities;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Behaviour Support;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Development-Life Skills;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Equipment Special Assess Setup;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Participate Community;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
;;Therapeutic Supports;+6104579868230 000 000 000;www.brightwatergroup.com;welcome@brightwatergroup.com;Level 3, Brightwater House, 355 Scarborough Beach Road, OSBORNE PARK, WA, 6017
Budiselik, Morag;WILSON;Behaviour Support;610438231742;;budiselik@bigpond.com;3 Perina Place, WILSON, WA, 6107
C.A Marshall & R.J Salamon;EAST VICTORIA PARK;Accommodation/Tenancy;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Assess-Skill, Ability, Needs;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Assist Access/Maintain Employ;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Assist-Life Stage, Transition;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Assist-Travel/Transport;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Development-Life Skills;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Participate Community;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;610450091478;www.facilitatrix.com.au;info@facilitatrix.com.au;ADDRESS CONFIDENTIAL
City of Stirling;STIRLING;Assist-Personal Activities;610892057950;www.stirling.wa.gov.au;stirling@stirling.wa.gov.au;25 Cedric Street, STIRLING, WA, 6021
;;Assist-Travel/Transport;610892057950;www.stirling.wa.gov.au;stirling@stirling.wa.gov.au;25 Cedric Street, STIRLING, WA, 6021
;;Development-Life Skills;610892057950;www.stirling.wa.gov.au;stirling@stirling.wa.gov.au;25 Cedric Street, STIRLING, WA, 6021
;;Participate Community;610892057950;www.stirling.wa.gov.au;stirling@stirling.wa.gov.au;25 Cedric Street, STIRLING, WA, 6021
City of Swan;MIDLAND;Assist-Personal Activities;610892679055;http://cityofswan.wa.gov.au;haccadmin@swan.wa.gov.au;Swan Caring, 2 Templeman Place, MIDLAND, WA, 6056
;;Household Tasks;610892679055;http://cityofswan.wa.gov.au;haccadmin@swan.wa.gov.au;Swan Caring, 2 Templeman Place, MIDLAND, WA, 6056
;;Participate Community;610892679055;http://cityofswan.wa.gov.au;haccadmin@swan.wa.gov.au;Swan Caring, 2 Templeman Place, MIDLAND, WA, 6056
Cobcroft, Belinda Michelle;BASSENDEAN;Assess-Skill, Ability, Needs;610862781984;;cornwallot@westnet.com.au;11 Kenny Street, BASSENDEAN, WA, 6054
;;Early Childhood Supports;610862781984;;cornwallot@westnet.com.au;11 Kenny Street, BASSENDEAN, WA, 6054
;;Equipment Special Assess Setup;610862781984;;cornwallot@westnet.com.au;11 Kenny Street, BASSENDEAN, WA, 6054
;;Therapeutic Supports;610862781984;;cornwallot@westnet.com.au;11 Kenny Street, BASSENDEAN, WA, 6054
Community First International Limited;SUBIACO;Development-Life Skills;610895915500;www.cfi.net.au;eileena@cfi.net.au;Level 2, 40 Subiaco Square Road, SUBIACO, WA, 6008
;;Participate Community;610895915500;www.cfi.net.au;eileena@cfi.net.au;Level 2, 40 Subiaco Square Road, SUBIACO, WA, 6008
Crosslinks Incorporated;MIDLAND;Accommodation/Tenancy;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Assist-Integrate School/Ed;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Assist-Life Stage, Transition;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Assist-Personal Activities;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Assist-Travel/Transport;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Daily Tasks/Shared Living;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Development-Life Skills;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Household Tasks;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Participate Community;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
;;Training-Travel Independence;610893741600;www.crosslinksinc.org.au;reception@crosslinksinc.org.au;6 Cale Street, MIDLAND, WA, 6056
Cystic Fibrosis Western Australia Inc;NEDLANDS;;;;info@cfwa.info;Level 2 The Niche, 11 Aberdare Road, NEDLANDS, WA, 6009
D.G & D.K Szczecinski;MUNDARING;Assess-Skill, Ability, Needs;610488186603;www.selfawarenessmethod.com.au;info@selfawarenessmethod.com.au;Nichol House, 3 Nichol St, MUNDARING, WA, 6073
;;Behaviour Support;610488186603;www.selfawarenessmethod.com.au;info@selfawarenessmethod.com.au;Nichol House, 3 Nichol St, MUNDARING, WA, 6073
;;Early Childhood Supports;610488186603;www.selfawarenessmethod.com.au;info@selfawarenessmethod.com.au;Nichol House, 3 Nichol St, MUNDARING, WA, 6073
;;Therapeutic Supports;610488186603;www.selfawarenessmethod.com.au;info@selfawarenessmethod.com.au;Nichol House, 3 Nichol St, MUNDARING, WA, 6073
DADAA LTD;FREMANTLE;Assist-Life Stage, Transition;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
;;Assist-Personal Activities;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
;;Assist-Travel/Transport;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
;;Development-Life Skills;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
;;Participate Community;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
;;Training-Travel Independence;610894306616;www.dadaa.org.au;mallika@dadaa.org.au;21 Beach St,, FREMANTLE, WA, 6160
Directions Family Support Association Inc;MADDINGTON;;610893997477;www.directionsfsa.org.au;frank@directionsfsa.org.au;12 Blackburn Street, MADDINGTON, WA, 6109
Disability Services Commission;WEST PERTH;Assess-Skill, Ability, Needs;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Assistive Equip-Recreation;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Behaviour Support;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Early Childhood Supports;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Equipment Special Assess Setup;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Interpret/Translate;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Physical Wellbeing;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Therapeutic Supports;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
;;Training-Travel Independence;610894269200;www.disability.wa.gov.au;dsc@dsc.wa.gov.au;146-160 Colin Street, WEST PERTH, WA, 6005
Druett, Claire Nicole;FLOREAT;Early Childhood Supports;;;claire@aimot.com.au;2/434 Cambridge Street, FLOREAT, WA, 6014
;;Therapeutic Supports;;;claire@aimot.com.au;2/434 Cambridge Street, FLOREAT, WA, 6014
Elba Inc;BOORAGOON;Accommodation/Tenancy;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Assist Access/Maintain Employ;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Assist-Integrate School/Ed;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Assist-Life Stage, Transition;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Assist-Personal Activities;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Assist-Travel/Transport;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Development-Life Skills;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Household Tasks;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Participate Community;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Plan Management;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
;;Training-Travel Independence;610893169944;www.elba.net.au;stefanie@elba.net.au;Gateway Business Centre, Suite 18, 173 Davy Street, BOORAGOON, WA, 6154
Epic Employment Service Incorporated;WINDSOR;Plan Management;610738575085;www.epicassist.org;epic@epic.org.au;230 Lutwyche Rd, WINDSOR, QLD, 4030
Family Support WA Inc;WANNEROO;Assist-Integrate School/Ed;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Assist-Life Stage, Transition;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Assist-Personal Activities;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Assist-Travel/Transport;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Behaviour Support;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Daily Tasks/Shared Living;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Development-Life Skills;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Household Tasks;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Participate Community;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Physical Wellbeing;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
;;Training-Travel Independence;610894051885;familysupportwa.org.au;info@familysupportwa.org.au;3 / 631 Wanneroo Road, WANNEROO, WA, 6065
Fong, Maxine Meng Si;NEDLANDS;Assess-Skill, Ability, Needs;610422244099;;maxine.fong@gmail.com;5B Mountjoy Road, NEDLANDS, WA, 6009
;;Early Childhood Supports;610422244099;;maxine.fong@gmail.com;5B Mountjoy Road, NEDLANDS, WA, 6009
;;Therapeutic Supports;610422244099;;maxine.fong@gmail.com;5B Mountjoy Road, NEDLANDS, WA, 6009
Fremantle Orthotic Services Pty Ltd;SHENTON PARK;Equipment Special Assess Setup;610893813444;www.fos.com.au;sp@fos.com.au;10 Selby Street, SHENTON PARK, WA, 6008
;;Personal Mobility Equipment;610893813444;www.fos.com.au;sp@fos.com.au;10 Selby Street, SHENTON PARK, WA, 6008
Good Samaritan Industries;CANNING VALE;Assist Access/Maintain Employ;610894630500;www.goodsamaritan.com.au;stephanie.ransome@gsi.org.au;33-35 Bannister Rd, CANNING VALE, WA, 6155
;;Assist-Integrate School/Ed;610894630500;www.goodsamaritan.com.au;stephanie.ransome@gsi.org.au;33-35 Bannister Rd, CANNING VALE, WA, 6155
